292151370823002	貓‧旅行咖啡輕食館
207902419234062	貓咪不吃魚蔬食簡餐咖啡
450896641698771	安平貓小巴
220895487970670	貓廚
168609256523758	野貓設計輸出中心
552040584848436	貓狗大棧 鳳山店
1428418430719603	貓狗大棧-仁愛店
199741636771098	國泰健康管理
455570577805356	國泰產險
419928711433960	國泰人壽基隆市分公司
186034394769383	國泰人壽
372023009580943	天主教玫瑰聖母聖殿主教座堂
254973831358813	聖嘉民天主堂
139011882833125	貓館
585462978159337	永光麵包店
123425047783049	貓客棧
183292808385037	貓掌可樂餅/藍帶起司豬排
304400166309347	車頭冰店-喵咪小屋
120173664821658	心 . 芳療
169511913106800	Catsle 貓守城堡
477928259007588	貓之茶
224134084412968	三隻小牛平價牛排
585433831577950	牛老總 五權店
123511731134552	牛小妹無線電
538991816181150	頑石農場
1587065031539164	嘉德麗雅診所
108876112563488	貓村咖啡
161559337192656	中美大學教育聯盟
697405346965540	小心地滑
361838310574574	Cave Pizza窯洞披薩
110900412309511	敦煌文化
276532875829035	Caviar魚子醬音樂酒吧餐廳
497752156983985	烤吆專業桶仔雞熱炒
100811426719844	芝加哥氣球專賣店
542150029174860	戶外休閒好所在   精隼【台糖】漆彈場
476082469189153	囍咖啡 永和店
487422301310139	心欣鑽意造型店
146765165387084	七巧板麵食文化館
515843321796928	七巧美食館
198900403632384	全朕保齡球館館方粉絲團
570902243025629	蝶川平價精品服飾
307394996057672	漂流木室內設計
240522122724335	祖師禪林
228810613991463	吉宗炸饅頭-青年夜市
498473653581893	高雄中正基督長老教會
218987688290937	嘉義文化創意產業園區
183935541791596	十分寮客棧
226157804223102	中華民國象棋文化協會
216306198379908	基督門徒教會
156193887523	華視訓練中心
159941657380393	臺中市西區中正國民小學
197166133634403	潮粥府沙鍋粥
474227412650494	北台北家扶中心
1482595552017917	C.C.Hair
291220847601601	西晴攝影
454638387920140	清筑空間設計有限公司
254056031381392	協志高級工商職業學校
167418313339374	基隆市立中正國民中學
647665261933480	高雄陶軒涮涮鍋
294966240618094	清泉崗聖潔會
1455576401393055	牛牛廚房
1385259401694384	澄清湖海洋奇珍園粉絲團
167814846684082	ColorfulStudio
124930294332289	澄清復健醫院
318442508242766	郝小妹格子Q-新莊新泰店
555856037830640	中區電腦大里分校
178873992309493	中區電腦 田中分校
558596960877932	中區電腦-溪湖分校
167409703288084	中區電腦北斗分校
287882667976631	貓空 四哥的店 | 貓空最推薦的茶餐廳
471973449611607	建成茶行
788435167911041	正忠服裝公司
119459068064670	中國文化大學學生會
391240060989877	王家駿身心診所ccwpc
165139153569023	慶昌建材有限公司
290113691189906	金皇珠寶銀樓
392484047574825	喜羊羊寵物生活館大有店
255767001261593	時代中醫診所
337577266262622	古早人ㄟ厝の樹屋
523886024323797	群大電器企業有限公司
266525930063050	謙德豐~茶~生活
243477302361788	香香脆皮臭豆腐
630173467014646	高泰製茶
222356761197017	青島學苑
209552369224671	辛蒂瑞菈美學沙龍
604832592894667	承德素食
775675759115730	Yamaha志昱車業
361927090602950	安笙工程顧問有限公司
283061945045686	台中朝馬工商展覽中心 http://cecc.ctee.com.tw
355548464490772	香柏樹福音中心
1377903385777487	正圓優系極品咖啡
586350988084092	卓風磁磚意念
261381647345600	極致中華料理 饗宴
740224336005307	岑采美睫館
261808564030158	中央保全
1422298644654402	Center Stage Studio
535396063206273	中央商務大飯店
1407035712875001	貴格會中心教會
1386949571556887	臺中市中區圖書館
1395109064086587	針跡紋身
437922952933217	21世紀不動產三重菜寮捷運加盟店
426851927435102	21世紀不動產-桃園汎太大有店
635064733206060	21世紀不動產天母晉家加盟店
134316923257493	21世紀不動產 台灣區總部
566825086685283	CEO會館
557962160903317	花蓮縣豐濱鄉數位機會中心
685117254851817	KYMCO 新寶興機車行
126780010677106	海棠陶藝
105580809539463	艾可柏菲自助料理 Cercle Buffet & Restaurant
719622241391561	Cercle
1516075248676355	席瑪朵珈琲烘焙棧_西門店
402574293214565	手機急診室-師大分店
653390498008005	喜拉朵鄉村民宿
418239925346	金紗夢婚禮
458173140894189	C'est L'amour這是愛
491277734258678	C'est La Vie European Cuisine
623417424419100	C'est La Vie
536981096321092	小散漫 c'est si bon 。 手作  雜貨  咖啡
198716250159336	囍朋歐法餐廳
183082515058769	臺中市五權社區大學
625949484095446	丞鋒車業
150393704980678	正豐機車行
491670114213891	ACDelco凱弘汽車服務廠-高雄苓雅
365249460256703	ACDelco聯丞汽車保修中心-左營
234843123313136	路萬里汽車服務中心ACDelco
137313126444197	ACDelco凱霖汽車服務中心-仁武
361988897250607	ACDelco榮陞汽車保養廠-高雄美濃
122805224556452	嘉富汽車保養廠
586725998034076	家明珠寶
1436657666593339	元氣加滿
834511073237558	民生嘉義米糕（朝富店）
244838242307111	康福護理之家
117130985378	奇峰石溫泉山莊
1501308880083179	國凱建材行-慶豐建材行
261795000514327	彫粹刺青
141539219240406	長庚會館
1397395167170893	香江小炒
887669107915251	花蓮 重慶 南北雜貨店
279161048825692	吉祥水族空間
668596533153543	正宏車業
1515196865366392	群翰電訊
201650020019388	鄉之味川菜館
129300840470755	健和診所
154526621338654	CHA CHA fashion
279236385496468	恰恰龍
613842325318449	佳奇時尚烘焙
675843912465635	喬琪西服附設洗衣中心
